id_estudiante,carrera,semestre,turno,edad,genero,promedio_anterior,porcentaje_asistencia,materias_reprobadas_previas,creditos_inscritos,participa_tutorias,beca,trabaja,horas_trabajo_semana,distancia_km,acceso_internet,uso_plataforma_semana,entregas_tareas_pct,reinscripcion_tardia,indice_socioeconomico,riesgo_academico,deserto,reprobo
EST00375,Ingeniería Industrial,2,Matutino,17,F,76.6,79.8,1,30,No,No,No trabaja,0,9.6,Sí,10,78.6,Sí,3,Bajo,0,0
EST00376,Ingeniería Mecatrónica,7,Matutino,19,M,74.5,73.6,3,23,Sí,No,No trabaja,0,15.8,Sí,7,84.2,Sí,1,Medio,1,1
EST00377,Ingeniería Electromecánica,1,Matutino,22,M,61.5,78.3,2,28,No,No,Tiempo completo,35,8.1,No,5,61.0,No,1,Alto,1,1
EST00378,Ingeniería Mecatrónica,5,Matutino,24,F,67.7,81.6,2,20,No,Sí,Medio tiempo,18,6.8,Sí,10,62.8,No,1,Medio,1,0
EST00379,Ingeniería Civil,6,Matutino,20,M,81.1,87.4,1,20,Sí,No,No trabaja,0,10.7,Sí,5,100,Sí,3,Bajo,0,0
EST00380,Ingeniería Industrial,7,Matutino,21,F,84.9,89.2,1,27,No,No,No trabaja,0,11.0,Sí,11,88.8,No,4,Bajo,0,0
EST00381,Contador Público,8,Matutino,22,F,86.7,70.1,1,31,No,Sí,Medio tiempo,14,18.1,Sí,2,57.2,No,1,Medio,0,0
EST00382,Ingeniería Civil,5,Matutino,23,M,75.6,87.0,1,33,No,Sí,Medio tiempo,12,7.0,Sí,0,83.2,No,1,Bajo,0,0
EST00383,Ingeniería Industrial,7,Matutino,18,F,76.9,81.3,0,23,No,No,Medio tiempo,27,0.5,Sí,14,84.6,No,5,Bajo,0,0
EST00384,Licenciatura en Administración,1,Vespertino,19,F,73.4,95.1,0,36,No,No,No trabaja,0,9.1,Sí,14,71.0,No,1,Bajo,0,1
EST00385,Ingeniería en Gestión Empresarial,10,Vespertino,23,M,74.3,84.8,0,34,No,Sí,No trabaja,0,9.2,Sí,2,47.7,No,2,Medio,0,0
EST00386,Licenciatura en Administración,5,Vespertino,20,M,86.5,96.8,3,24,Sí,No,No trabaja,0,10.7,Sí,6,91.8,No,2,Bajo,1,0
EST00387,Ingeniería en Gestión Empresarial,5,Matutino,19,F,70.5,67.7,0,21,No,No,No trabaja,0,12.6,No,2,75.5,No,5,Medio,0,1
EST00388,Ingeniería en Sistemas Computacionales,7,Vespertino,21,M,75.1,82.3,1,31,Sí,Sí,No trabaja,0,15.7,Sí,11,83.3,No,2,Bajo,0,0
EST00389,Ingeniería Mecatrónica,4,Matutino,21,F,57.6,85.8,0,34,No,Sí,Tiempo completo,43,10.2,Sí,0,62.0,No,1,Medio,1,1
EST00390,Ingeniería en Sistemas Computacionales,1,Matutino,19,M,75.5,95.6,0,18,No,No,No trabaja,0,4.5,Sí,12,90.1,No,2,Bajo,0,0
EST00391,Licenciatura en Administración,4,Vespertino,21,F,96.3,79.9,2,24,No,No,No trabaja,0,14.7,Sí,14,100,No,5,Bajo,0,0
EST00392,Ingeniería Civil,9,Matutino,24,M,64.8,71.7,4,23,No,No,Tiempo completo,47,10.1,No,11,83.6,Sí,4,Alto,0,1
EST00393,Contador Público,8,Matutino,24,M,86.4,81.3,4,34,No,No,Medio tiempo,22,17.6,Sí,11,80.0,No,2,Medio,0,1
EST00394,Ingeniería Industrial,3,Matutino,22,F,69.4,78.1,1,29,No,No,Medio tiempo,18,10.3,Sí,5,66.7,No,1,Alto,1,1
EST00395,Ingeniería Electromecánica,6,Matutino,21,M,49.6,77.5,2,30,No,No,No trabaja,0,8.4,Sí,4,95.6,No,1,Medio,0,1
EST00396,Ingeniería Electromecánica,4,Vespertino,22,M,60.3,88.6,2,27,Sí,No,No trabaja,0,12.6,Sí,2,86.5,No,2,Bajo,0,0
EST00397,Ingeniería en Gestión Empresarial,7,Matutino,22,F,77.9,69.7,0,20,Sí,No,Medio tiempo,22,5.8,Sí,10,61.9,Sí,1,Bajo,0,0
EST00398,Licenciatura en Administración,2,Matutino,23,M,68.0,78.8,1,21,No,Sí,Medio tiempo,19,16.8,Sí,13,81.4,No,1,Medio,0,0
EST00399,Licenciatura en Administración,5,Matutino,24,F,70.2,94.8,0,20,No,No,No trabaja,0,4.7,Sí,9,90.6,No,3,Bajo,0,0
EST00400,Ingeniería Electromecánica,10,Vespertino,22,M,77.4,64.7,2,22,Sí,No,Medio tiempo,18,11.3,Sí,6,58.4,No,1,Medio,0,1
EST00401,Contador Público,5,Matutino,27,F,67.7,71.8,5,30,No,Sí,Medio tiempo,21,19.5,Sí,7,66.2,No,4,Alto,1,1
EST00402,Contador Público,9,Matutino,22,F,97.6,78.1,0,29,No,No,No trabaja,0,4.8,Sí,13,99.3,No,4,Bajo,0,0
EST00403,Contador Público,4,Matutino,21,F,73.6,74.1,0,36,Sí,No,No trabaja,0,7.2,Sí,13,75.2,Sí,1,Bajo,0,0
EST00404,Ingeniería en Sistemas Computacionales,10,Vespertino,24,F,80.7,68.9,0,22,Sí,No,Medio tiempo,19,12.1,Sí,10,100,No,4,Bajo,1,0
EST00405,Ingeniería en Gestión Empresarial,9,Vespertino,25,F,57.1,100,0,25,No,Sí,No trabaja,0,5.6,No,13,81.5,No,5,Bajo,0,0
EST00406,Licenciatura en Administración,7,Vespertino,24,M,79.5,70.9,0,21,Sí,Sí,No trabaja,0,18.3,Sí,9,100,No,5,Bajo,0,0
EST00407,Ingeniería Civil,5,Matutino,24,M,84.1,82.0,0,30,No,Sí,No trabaja,0,7.9,No,2,68.1,No,1,Bajo,0,0
EST00408,Ingeniería Mecatrónica,1,Vespertino,17,F,82.4,81.9,1,22,No,Sí,No trabaja,0,10.7,Sí,2,80.6,No,1,Bajo,0,0
EST00409,Ingeniería en Gestión Empresarial,3,Vespertino,20,M,79.9,93.5,1,33,Sí,No,No trabaja,0,17.1,Sí,0,86.2,No,2,Bajo,0,1
EST00410,Ingeniería Industrial,8,Vespertino,23,F,70.6,73.2,5,32,No,Sí,No trabaja,0,13.4,Sí,2,100,No,2,Medio,0,0
EST00411,Ingeniería Mecatrónica,8,Vespertino,19,M,97.9,62.6,0,19,No,No,No trabaja,0,8.3,Sí,3,66.9,Sí,3,Bajo,0,0
EST00412,Ingeniería Industrial,4,Vespertino,23,M,80.0,88.0,4,30,No,No,No trabaja,0,2.7,No,3,66.4,No,4,Medio,1,0
EST00413,Ingeniería Industrial,5,Vespertino,22,M,78.5,80.5,2,31,No,Sí,No trabaja,0,9.8,Sí,3,91.0,No,5,Bajo,0,0
EST00414,Ingeniería Industrial,3,Matutino,20,M,64.0,74.0,2,33,No,Sí,Tiempo completo,46,11.4,No,11,83.6,No,2,Bajo,0,0
EST00415,Ingeniería Civil,2,Matutino,17,M,75.0,75.3,1,18,No,No,No trabaja,0,24.7,No,13,94.4,No,4,Bajo,0,1
EST00416,Ingeniería Civil,7,Matutino,21,F,90.6,75.1,2,32,No,No,Tiempo completo,48,6.5,Sí,5,64.9,No,3,Medio,1,1
EST00417,Contador Público,6,Matutino,20,M,68.7,72.4,4,20,No,No,No trabaja,0,7.8,Sí,1,66.8,Sí,4,Alto,0,1
EST00418,Ingeniería Industrial,8,Matutino,20,F,89.3,64.8,2,32,No,No,No trabaja,0,0.5,Sí,13,66.9,No,2,Bajo,0,0
EST00419,Ingeniería Electromecánica,5,Vespertino,20,M,89.3,81.3,2,28,Sí,No,Medio tiempo,10,21.1,Sí,9,92.4,No,1,Bajo,0,0
EST00420,Ingeniería en Sistemas Computacionales,10,Vespertino,25,F,88.1,88.4,2,26,No,Sí,No trabaja,0,15.2,Sí,6,83.8,No,2,Bajo,0,0
EST00421,Ingeniería en Sistemas Computacionales,10,Matutino,23,F,65.4,85.3,2,26,Sí,Sí,Tiempo completo,41,8.4,Sí,2,50.6,No,2,Medio,0,1
EST00422,Ingeniería Electromecánica,5,Matutino,23,M,60.1,82.0,5,23,Sí,No,Tiempo completo,36,12.9,Sí,0,75.6,Sí,1,Alto,1,1
EST00423,Ingeniería en Sistemas Computacionales,3,Vespertino,22,F,82.7,88.6,0,25,Sí,No,Medio tiempo,26,7.3,Sí,14,80.2,No,3,Bajo,0,0
EST00424,Ingeniería Electromecánica,8,Vespertino,17,F,82.1,82.9,2,36,Sí,Sí,No trabaja,0,14.7,Sí,12,88.1,No,3,Bajo,0,0
EST00425,Ingeniería Electromecánica,6,Matutino,20,M,93.4,67.9,0,34,Sí,No,No trabaja,0,5.0,Sí,0,88.9,No,2,Bajo,0,0
EST00426,Licenciatura en Administración,6,Matutino,22,M,87.3,76.4,0,24,No,Sí,Medio tiempo,20,6.0,Sí,1,43.9,No,3,Bajo,0,0
EST00427,Contador Público,7,Vespertino,23,F,79.6,88.3,0,36,Sí,Sí,Medio tiempo,25,5.3,Sí,0,47.0,No,1,Bajo,0,0
EST00428,Contador Público,1,Matutino,20,M,74.6,92.4,0,28,No,No,No trabaja,0,9.9,Sí,0,52.5,No,3,Bajo,0,1
EST00429,Licenciatura en Administración,10,Matutino,24,F,78.6,88.2,2,29,No,No,No trabaja,0,9.3,Sí,8,100,No,4,Bajo,0,0
EST00430,Ingeniería Industrial,1,Vespertino,22,M,83.8,90.0,0,36,No,Sí,No trabaja,0,11.4,Sí,19,68.4,No,4,Bajo,0,0
EST00431,Ingeniería en Gestión Empresarial,5,Vespertino,22,F,81.4,77.6,1,24,No,Sí,No trabaja,0,2.2,Sí,1,78.7,No,5,Bajo,0,0
EST00432,Ingeniería Industrial,6,Matutino,23,M,81.7,87.3,4,30,No,No,Medio tiempo,19,0.5,Sí,19,57.7,No,5,Medio,1,1
EST00433,Ingeniería Electromecánica,10,Matutino,26,F,64.6,82.2,2,31,Sí,No,No trabaja,0,18.8,Sí,6,65.3,Sí,1,Medio,1,1
EST00434,Contador Público,7,Matutino,21,M,62.3,63.9,0,36,Sí,No,Medio tiempo,25,14.9,Sí,1,54.2,No,1,Medio,0,1
EST00435,Ingeniería Civil,5,Vespertino,22,M,88.5,69.7,3,25,Sí,No,Medio tiempo,19,19.1,Sí,10,90.2,No,5,Bajo,1,1
EST00436,Ingeniería en Gestión Empresarial,7,Vespertino,28,F,89.7,81.5,1,25,No,No,No trabaja,0,11.1,Sí,0,71.7,No,3,Bajo,0,0
EST00437,Ingeniería Mecatrónica,2,Matutino,19,M,77.8,87.9,0,28,No,Sí,No trabaja,0,18.2,Sí,12,67.6,No,4,Bajo,0,0
EST00438,Ingeniería en Sistemas Computacionales,3,Vespertino,23,F,68.6,96.8,2,21,No,Sí,No trabaja,0,2.1,Sí,14,69.7,No,4,Bajo,0,0
EST00439,Ingeniería Mecatrónica,5,Vespertino,23,M,68.3,55.3,2,27,Sí,Sí,Tiempo completo,38,5.1,Sí,0,44.0,No,5,Alto,0,1
EST00440,Ingeniería Electromecánica,8,Vespertino,24,M,74.7,84.1,3,19,Sí,Sí,No trabaja,0,11.0,Sí,5,99.8,No,1,Bajo,0,0
EST00441,Ingeniería Industrial,5,Matutino,23,F,74.3,70.8,0,26,No,Sí,No trabaja,0,8.9,No,9,75.3,No,2,Medio,0,0
EST00442,Ingeniería Civil,5,Matutino,20,M,84.4,100.0,3,21,Sí,No,No trabaja,0,11.0,Sí,11,60.7,No,5,Bajo,0,0
EST00443,Contador Público,8,Matutino,23,M,61.3,79.3,3,30,Sí,Sí,No trabaja,0,8.3,No,10,100,No,2,Medio,0,1
EST00444,Ingeniería en Sistemas Computacionales,5,Matutino,21,M,71.3,69.4,0,24,No,No,Medio tiempo,20,11.4,Sí,8,81.0,No,5,Bajo,0,0
EST00445,Ingeniería Electromecánica,5,Matutino,22,F,69.9,83.1,2,30,Sí,Sí,No trabaja,0,1.1,Sí,1,67.2,No,1,Medio,0,1
EST00446,Ingeniería en Gestión Empresarial,10,Matutino,20,F,77.4,71.4,1,27,Sí,No,No trabaja,0,12.5,Sí,1,83.1,No,5,Bajo,0,1
EST00447,Contador Público,7,Matutino,24,M,59.5,91.5,1,32,No,Sí,No trabaja,0,10.2,Sí,7,75.3,No,5,Medio,0,1
EST00448,Licenciatura en Administración,9,Vespertino,21,F,73.1,100,0,33,No,No,No trabaja,0,8.7,Sí,7,75.1,No,2,Bajo,0,0
EST00449,Ingeniería Electromecánica,3,Vespertino,18,M,76.8,86.7,1,25,No,Sí,No trabaja,0,4.8,Sí,12,100,Sí,2,Bajo,0,0
EST00450,Contador Público,7,Matutino,23,F,81.2,79.9,0,36,No,No,Medio tiempo,12,10.7,Sí,3,70.9,No,1,Bajo,0,0
EST00451,Ingeniería Civil,2,Matutino,18,F,61.6,75.7,2,24,No,Sí,No trabaja,0,2.5,Sí,9,89.7,No,4,Bajo,0,0
EST00452,Ingeniería Industrial,8,Vespertino,19,F,79.5,97.5,0,25,No,No,No trabaja,0,0.5,Sí,4,91.4,No,4,Bajo,0,0
EST00453,Ingeniería Electromecánica,2,Matutino,23,M,54.7,72.3,1,28,No,Sí,No trabaja,0,0.5,Sí,3,60.5,No,1,Alto,0,0
EST00454,Ingeniería en Sistemas Computacionales,4,Vespertino,26,F,95.0,69.6,0,19,Sí,Sí,No trabaja,0,15.5,Sí,7,61.7,No,5,Bajo,0,0
EST00455,Ingeniería Civil,1,Matutino,24,F,69.1,85.1,1,31,No,No,Medio tiempo,22,10.7,Sí,8,91.7,No,5,Bajo,0,0
EST00456,Ingeniería Civil,6,Vespertino,23,F,52.9,71.3,1,19,Sí,No,Medio tiempo,17,6.8,Sí,2,60.3,No,5,Alto,0,0
EST00457,Ingeniería Mecatrónica,10,Vespertino,22,F,92.2,72.1,0,27,No,No,No trabaja,0,9.4,Sí,12,55.2,No,3,Bajo,0,0
EST00458,Ingeniería Industrial,1,Vespertino,23,M,79.8,100,0,29,No,Sí,No trabaja,0,3.5,Sí,12,100,No,5,Bajo,0,0
EST00459,Ingeniería Industrial,1,Vespertino,21,M,76.7,85.3,0,32,Sí,No,No trabaja,0,4.9,Sí,3,53.7,No,5,Bajo,1,0
EST00460,Ingeniería en Sistemas Computacionales,10,Vespertino,27,F,82.2,61.5,2,21,No,No,Medio tiempo,20,2.9,Sí,11,92.5,No,4,Bajo,0,0
EST00461,Ingeniería Electromecánica,3,Vespertino,17,F,83.9,87.9,1,28,No,Sí,No trabaja,0,12.8,Sí,6,80.3,No,3,Bajo,0,0
EST00462,Ingeniería en Sistemas Computacionales,2,Vespertino,18,M,86.3,86.2,1,35,Sí,No,Medio tiempo,24,6.8,Sí,6,92.4,No,4,Bajo,0,1
EST00463,Ingeniería Mecatrónica,5,Vespertino,21,F,76.2,78.5,1,19,No,No,Medio tiempo,14,16.0,Sí,3,92.0,No,2,Bajo,0,0
EST00464,Licenciatura en Administración,9,Matutino,21,F,69.7,92.6,2,27,Sí,Sí,No trabaja,0,5.7,Sí,5,71.6,No,2,Bajo,0,0
EST00465,Ingeniería Electromecánica,10,Matutino,23,F,62.4,82.8,2,24,No,Sí,Tiempo completo,30,10.5,Sí,9,100,No,3,Bajo,0,1
EST00466,Ingeniería Industrial,4,Vespertino,20,F,79.9,76.9,0,29,Sí,No,Medio tiempo,26,8.3,Sí,5,81.9,No,2,Bajo,0,0
EST00467,Licenciatura en Administración,2,Vespertino,19,M,90.4,58.0,4,25,No,No,Medio tiempo,17,8.1,Sí,6,72.5,No,5,Medio,0,1
EST00468,Ingeniería Industrial,2,Vespertino,17,M,78.6,86.5,1,21,Sí,No,Medio tiempo,16,17.2,Sí,0,73.9,Sí,1,Bajo,0,0
EST00469,Contador Público,7,Vespertino,24,F,67.5,68.5,1,32,No,Sí,Medio tiempo,13,15.7,Sí,10,56.7,No,3,Alto,0,1
EST00470,Ingeniería Mecatrónica,10,Matutino,23,M,76.7,76.0,2,25,Sí,Sí,Medio tiempo,24,9.6,Sí,5,98.1,No,5,Bajo,0,0
EST00471,Ingeniería Electromecánica,6,Vespertino,21,F,63.6,87.4,1,21,Sí,No,No trabaja,0,12.4,No,7,55.0,No,2,Medio,0,0
EST00472,Ingeniería Industrial,4,Vespertino,22,F,68.3,82.4,3,24,Sí,No,No trabaja,0,12.2,No,9,68.4,Sí,5,Alto,0,0
EST00473,Ingeniería Industrial,8,Vespertino,21,F,68.2,65.8,1,28,No,No,Tiempo completo,33,9.1,Sí,0,31.1,No,2,Alto,1,0
EST00474,Ingeniería en Sistemas Computacionales,1,Matutino,21,F,75.4,75.9,3,34,No,No,Medio tiempo,18,13.4,Sí,11,85.3,No,2,Medio,0,0
EST00475,Ingeniería en Sistemas Computacionales,7,Vespertino,20,F,83.2,66.8,1,30,No,No,Medio tiempo,25,3.5,No,8,75.7,Sí,3,Medio,0,0
EST00476,Ingeniería Electromecánica,7,Vespertino,20,F,73.4,62.4,1,33,No,No,No trabaja,0,16.9,Sí,10,83.1,No,3,Medio,0,0
EST00477,Ingeniería en Sistemas Computacionales,9,Vespertino,23,M,67.2,84.6,2,31,Sí,No,Medio tiempo,23,14.2,No,14,86.8,No,3,Medio,0,0
EST00478,Licenciatura en Administración,3,Matutino,21,M,77.8,85.2,1,23,No,No,No trabaja,0,8.6,No,6,88.4,No,5,Bajo,0,0
EST00479,Ingeniería Civil,9,Matutino,23,F,85.1,86.1,0,25,Sí,Sí,Medio tiempo,26,8.4,Sí,13,87.3,No,4,Bajo,0,0
EST00480,Ingeniería Industrial,2,Matutino,17,M,85.3,91.5,3,27,No,No,No trabaja,0,8.7,Sí,12,81.5,No,2,Bajo,0,0
EST00481,Ingeniería en Gestión Empresarial,7,Vespertino,21,M,78.1,85.9,1,30,No,Sí,Medio tiempo,25,10.8,Sí,12,75.6,No,5,Bajo,0,0
EST00482,Ingeniería Civil,8,Vespertino,21,M,63.2,81.5,2,33,No,No,No trabaja,0,9.4,No,13,72.7,No,1,Medio,1,1
EST00483,Licenciatura en Administración,3,Matutino,19,M,63.3,67.8,1,21,No,No,Tiempo completo,38,16.0,Sí,1,47.4,No,4,Alto,1,0
EST00484,Ingeniería en Sistemas Computacionales,7,Vespertino,24,M,73.0,86.6,1,34,Sí,No,No trabaja,0,18.5,Sí,14,68.0,Sí,1,Medio,0,1
EST00485,Licenciatura en Administración,9,Vespertino,21,M,82.6,79.2,5,27,No,Sí,Tiempo completo,34,9.7,Sí,3,61.3,No,4,Medio,1,1
EST00486,Ingeniería Civil,6,Matutino,23,M,66.0,78.6,1,21,No,Sí,Medio tiempo,19,6.9,Sí,4,89.8,Sí,3,Medio,0,0
EST00487,Contador Público,6,Vespertino,25,M,90.0,93.8,0,18,Sí,Sí,No trabaja,0,7.0,Sí,16,98.6,No,2,Bajo,0,0
EST00488,Ingeniería Industrial,4,Vespertino,19,M,86.0,71.1,4,26,No,No,No trabaja,0,13.1,Sí,13,68.0,No,1,Medio,1,1
EST00489,Contador Público,6,Matutino,24,M,92.4,68.2,0,29,Sí,No,Medio tiempo,21,9.9,Sí,11,91.2,No,5,Bajo,0,0
EST00490,Licenciatura en Administración,2,Vespertino,22,F,91.4,88.2,0,19,No,No,Medio tiempo,11,5.4,Sí,15,100,No,4,Bajo,0,0
EST00491,Ingeniería en Gestión Empresarial,9,Matutino,23,F,80.3,79.6,0,19,Sí,No,Medio tiempo,15,9.3,Sí,13,43.4,No,4,Bajo,0,1
EST00492,Licenciatura en Administración,3,Vespertino,17,M,78.9,73.5,0,32,Sí,No,No trabaja,0,7.5,Sí,9,87.3,No,2,Bajo,0,0
EST00493,Ingeniería en Sistemas Computacionales,5,Vespertino,20,M,81.6,80.9,0,18,No,No,Medio tiempo,12,7.9,Sí,12,100,No,1,Bajo,0,0
EST00494,Ingeniería Electromecánica,4,Matutino,20,M,79.9,77.1,5,26,No,Sí,No trabaja,0,14.4,Sí,4,93.0,No,2,Medio,0,0
EST00495,Ingeniería Mecatrónica,1,Vespertino,21,M,61.8,99.3,1,26,Sí,No,No trabaja,0,15.5,Sí,4,88.8,No,2,Bajo,0,1
EST00496,Licenciatura en Administración,6,Vespertino,19,M,69.9,85.4,4,29,Sí,No,Medio tiempo,21,0.5,Sí,7,59.6,No,4,Medio,0,0
EST00497,Contador Público,7,Vespertino,23,M,76.6,62.6,0,26,No,No,Medio tiempo,25,5.0,Sí,6,75.0,No,2,Bajo,0,0
EST00498,Ingeniería Civil,10,Matutino,24,F,68.8,79.5,4,27,Sí,No,Tiempo completo,39,12.9,Sí,3,72.1,No,3,Medio,0,1
EST00499,Ingeniería Mecatrónica,6,Matutino,18,F,60.7,82.4,2,30,No,No,Tiempo completo,42,10.7,Sí,5,52.0,No,1,Alto,0,0
EST00500,Licenciatura en Administración,6,Vespertino,21,M,69.1,82.1,2,19,Sí,Sí,Tiempo completo,37,9.0,Sí,6,81.4,Sí,2,Medio,0,1
EST00501,Ingeniería Industrial,7,Matutino,23,M,71.6,85.6,2,21,No,No,Medio tiempo,10,11.7,No,12,95.9,No,4,Bajo,0,0
EST00502,Licenciatura en Administración,2,Matutino,23,M,70.4,84.9,0,32,Sí,Sí,Tiempo completo,32,8.1,Sí,1,76.8,No,5,Bajo,0,0
EST00503,Ingeniería en Sistemas Computacionales,9,Vespertino,24,F,72.5,86.1,0,20,No,Sí,No trabaja,0,14.1,Sí,2,66.8,No,1,Bajo,0,0
EST00504,Ingeniería Civil,9,Vespertino,25,F,58.1,100,5,31,No,No,No trabaja,0,10.3,Sí,2,77.7,No,1,Medio,0,1
EST00505,Ingeniería Industrial,4,Vespertino,24,F,75.9,99.1,0,34,No,Sí,Medio tiempo,11,8.7,Sí,9,74.9,No,4,Bajo,1,0
EST00506,Contador Público,3,Vespertino,20,M,81.0,80.1,1,28,No,Sí,No trabaja,0,17.1,Sí,7,84.0,No,2,Bajo,0,0
EST00507,Ingeniería en Gestión Empresarial,8,Matutino,21,M,67.8,74.6,1,27,Sí,Sí,No trabaja,0,8.3,Sí,5,67.0,Sí,1,Medio,0,0
EST00508,Contador Público,7,Matutino,22,M,76.4,75.9,0,27,Sí,No,Tiempo completo,42,4.1,Sí,2,61.6,No,5,Bajo,0,0
EST00509,Ingeniería Electromecánica,6,Vespertino,19,M,68.0,84.4,4,23,No,No,No trabaja,0,2.5,Sí,2,64.8,No,4,Medio,0,0
EST00510,Ingeniería Industrial,7,Vespertino,24,F,61.4,74.5,1,23,No,No,Medio tiempo,14,8.0,Sí,7,68.2,Sí,1,Medio,0,0
EST00511,Contador Público,9,Matutino,23,M,67.3,91.5,2,32,No,Sí,Medio tiempo,17,6.1,No,12,88.9,No,2,Medio,0,0
EST00512,Ingeniería Mecatrónica,4,Vespertino,21,F,83.4,88.4,2,21,No,No,Medio tiempo,23,6.8,No,15,78.7,No,4,Bajo,1,0
EST00513,Ingeniería en Sistemas Computacionales,6,Vespertino,21,M,78.6,70.8,2,23,No,Sí,No trabaja,0,2.0,Sí,10,65.5,No,3,Medio,1,1
EST00514,Ingeniería Industrial,8,Vespertino,22,M,67.0,78.4,3,34,Sí,No,No trabaja,0,0.5,Sí,3,80.0,No,3,Bajo,0,0
EST00515,Ingeniería Electromecánica,8,Vespertino,22,F,81.9,85.2,1,26,No,Sí,No trabaja,0,5.9,Sí,14,65.9,No,2,Bajo,0,1
EST00516,Licenciatura en Administración,9,Vespertino,19,F,66.8,64.9,1,29,No,Sí,Tiempo completo,45,18.5,No,9,99.1,No,1,Medio,0,0
EST00517,Ingeniería Civil,4,Vespertino,20,F,80.0,63.2,0,34,Sí,Sí,Tiempo completo,46,3.8,Sí,4,75.0,No,5,Bajo,0,0
EST00518,Ingeniería Mecatrónica,1,Vespertino,19,F,84.0,86.7,1,36,No,No,Medio tiempo,12,8.2,Sí,7,85.3,No,3,Bajo,0,0
EST00519,Ingeniería en Gestión Empresarial,2,Vespertino,21,F,72.6,67.4,1,32,No,No,Medio tiempo,19,16.1,Sí,4,82.5,No,1,Bajo,0,0
EST00520,Ingeniería Electromecánica,5,Vespertino,22,M,65.2,84.7,2,23,Sí,Sí,Medio tiempo,26,5.6,Sí,6,79.1,No,2,Bajo,0,0
EST00521,Ingeniería Mecatrónica,4,Matutino,21,M,83.6,81.0,1,28,Sí,No,No trabaja,0,4.9,Sí,12,75.2,Sí,3,Bajo,0,0
EST00522,Ingeniería en Gestión Empresarial,10,Vespertino,23,M,68.7,99.1,1,31,No,No,No trabaja,0,4.3,Sí,12,61.4,No,2,Bajo,0,0
EST00523,Ingeniería Mecatrónica,8,Vespertino,26,F,70.1,88.3,1,24,No,Sí,Medio tiempo,18,10.1,Sí,9,54.4,Sí,3,Medio,1,1
EST00524,Ingeniería en Gestión Empresarial,10,Vespertino,28,M,70.5,87.3,0,29,No,Sí,Medio tiempo,25,4.7,No,4,87.8,No,5,Bajo,0,0
EST00525,Contador Público,3,Matutino,18,F,62.4,77.6,2,20,No,Sí,No trabaja,0,4.8,Sí,11,79.1,No,3,Bajo,0,0
EST00526,Ingeniería Civil,3,Vespertino,18,M,78.0,81.8,0,31,No,No,No trabaja,0,10.3,Sí,12,77.6,No,5,Bajo,0,0
EST00527,Ingeniería en Sistemas Computacionales,10,Vespertino,29,M,72.0,71.2,2,35,Sí,Sí,Medio tiempo,25,8.6,Sí,8,85.4,No,1,Bajo,0,0
EST00528,Ingeniería Industrial,7,Vespertino,17,F,64.4,81.3,4,18,No,Sí,Medio tiempo,12,11.7,Sí,4,100,Sí,4,Medio,1,1
EST00529,Ingeniería Electromecánica,4,Vespertino,18,F,84.1,98.1,0,18,No,No,Medio tiempo,28,7.2,No,15,85.2,No,5,Bajo,0,0
EST00530,Ingeniería Civil,4,Matutino,20,M,87.8,100,3,30,Sí,No,No trabaja,0,15.0,Sí,16,70.9,No,1,Bajo,0,0
EST00531,Ingeniería Industrial,2,Matutino,17,F,55.8,100,0,34,Sí,Sí,No trabaja,0,8.7,No,4,48.3,Sí,5,Medio,0,0
EST00532,Ingeniería Industrial,6,Vespertino,26,M,70.3,72.6,3,19,Sí,Sí,Tiempo completo,39,5.2,Sí,3,65.7,No,4,Medio,1,0
EST00533,Ingeniería Civil,5,Vespertino,18,M,58.2,100,2,29,No,No,No trabaja,0,1.5,No,4,79.6,Sí,2,Medio,1,0
EST00534,Ingeniería Mecatrónica,7,Matutino,18,F,66.3,85.8,2,22,No,Sí,No trabaja,0,6.5,No,12,74.1,No,1,Medio,0,1
EST00535,Licenciatura en Administración,10,Matutino,19,F,77.2,88.1,0,21,Sí,No,No trabaja,0,10.4,Sí,4,90.2,No,2,Bajo,0,0
EST00536,Ingeniería Electromecánica,3,Vespertino,18,F,86.4,85.3,0,30,Sí,No,Medio tiempo,22,13.2,Sí,14,69.2,No,2,Bajo,0,0
EST00537,Ingeniería en Gestión Empresarial,4,Vespertino,19,F,74.5,100,1,21,No,No,Medio tiempo,26,3.8,Sí,5,82.9,No,2,Bajo,0,1
EST00538,Ingeniería Mecatrónica,2,Matutino,24,F,54.1,95.3,1,30,No,Sí,Medio tiempo,19,7.2,Sí,14,91.2,No,4,Bajo,0,1
EST00539,Licenciatura en Administración,9,Matutino,20,F,80.6,89.1,1,25,No,No,Medio tiempo,21,6.2,Sí,15,48.3,No,5,Bajo,0,1
EST00540,Contador Público,5,Vespertino,26,M,84.1,91.1,2,20,Sí,Sí,No trabaja,0,0.5,No,9,98.1,No,1,Bajo,0,0
EST00541,Ingeniería Civil,7,Matutino,21,F,83.8,91.8,2,36,No,Sí,No trabaja,0,4.3,Sí,5,62.4,No,3,Bajo,1,1
EST00542,Ingeniería Electromecánica,9,Matutino,23,F,74.7,85.1,5,28,No,No,Medio tiempo,19,1.0,Sí,0,51.2,No,5,Alto,1,0
EST00543,Ingeniería en Gestión Empresarial,5,Matutino,20,M,66.7,90.7,4,26,No,No,No trabaja,0,8.6,Sí,10,67.4,No,4,Medio,0,1
